	x_1	x_2	x_3	x_4	x_5	x_6	x_7	x_8	x_9	x_10	y
0	4.694825304335323	5.385048331293682	5.207213772955088	5.849967683938303	4.520670198738642	4.9053594189996375	4.930885458265883	4.672430443752147	3.9758226878636953	5.529547858156703	24.731307094359188
1	4.626746859709955	5.652378244688693	4.3277948475115835	4.089452876184151	5.934309032941947	4.795210880015825	4.537074680054566	5.5020340297878	5.823700289614417	5.2605653730678394	24.602654243515687
2	4.548694028340836	5.838765228609851	4.589347343107191	5.380512797856199	3.6052654298039726	5.633490717068175	4.750955249588676	5.7010943353781975	5.156283596458231	5.7463491626374035	24.52977570174344
3	5.627229609478432	4.135618515708853	4.9931814241513575	3.9275167358971514	4.835152159465071	4.877883618683301	4.526845155401125	3.607204512218023	4.8596563967064235	5.557722539631525	24.5172568064745
4	4.190151902878717	4.467436240285778	5.437569853788902	5.054436758951516	4.499531452707069	6.256667611638391	5.50648424706777	3.697063354398797	4.1081024687065995	5.044366666348843	24.42847891083218
5	4.7197607907267125	5.187621989790537	4.03516828756051	6.493271549862857	4.968372755972718	3.243412293216775	4.857450275375083	5.165714805581561	4.667461749048293	4.767801922499127	24.342662370921868
6	4.900238760691368	5.417826582110717	5.5944538916324245	3.7837298812914613	4.49000943397117	5.793791636843994	5.995096188896772	4.1034246287631015	4.445701419833211	3.743253177025554	24.341186135694976
7	5.306357331092047	5.282084181957183	5.629675250356944	4.40939489862768	5.375107366485838	6.250227176625821	3.8914206181640396	3.723962651406139	4.06714465515808	4.314149246659111	24.317966495248303
8	4.741117415325041	4.861885936235211	4.694681114091771	3.406199576404252	5.0223933770701565	5.726465471221681	4.757203640852168	3.6585243344596416	3.61623665449693	5.310250579950462	24.288266790430185
9	5.226744714919731	5.151235744347959	6.752101098380113	5.645939252208671	5.214899358392014	3.899770462987889	3.8760024225487095	5.510078664501837	4.382047543418665	5.636699070974068	24.287113029539096
10	5.574151942495503	4.343201189737626	4.749137084559594	4.685277970989031	6.168774140476076	3.6102139518491727	5.567929171705288	5.930800804874845	6.342501541882057	5.364307911877514	24.2655480134046
11	4.372473485754798	5.714700649423194	3.046627865322975	5.545139508611705	3.7249495616597064	5.455034826341872	4.729228749818406	4.446645090496386	4.64266392931107	4.791800441344231	24.25992085124191
12	4.455866970606741	4.1684671407963965	5.5081285995600275	4.662617366876224	4.223355801550782	6.4368903509773245	6.046838582314122	4.941777666976371	5.499202695261056	6.436829865846709	24.255967629227943
13	4.1209415868629184	3.316117406559867	5.586812528271324	5.028359006109158	4.294072134299253	6.124106739726034	5.300975709436417	3.8452409019403784	4.454048031996638	5.110319213815872	24.255040359462356
14	4.089428360028242	4.293254240611358	5.175475952674002	3.772501125268961	5.681874113592137	4.983172544804824	3.465135463479229	6.085876504506935	4.200061015493715	5.18156346886803	24.246078435196143
15	4.1647174013133315	5.808884021006845	5.966089539593338	5.407320176942253	4.871089268909623	5.458463786170893	5.533926184103018	5.581307166603931	2.9989877428834633	4.495295899462987	24.244019240170527
