	x_1	x_2	x_3	x_4	x_5	x_6	x_7	x_8	x_9	x_10	y
0	4.5074331398313365	8.006332333179285	4.8756793256555335	3.146383336994217	5.639381246030054	6.523149501812183	4.064955587768756	5.070539235072062	6.828733930148268	4.1513917977776895	22.88465419115503
1	4.367828286126598	2.8413660471874813	3.937315137000048	4.6131057768665436	6.7092102813522185	6.404721936356947	5.999672264491012	4.6643394497399875	2.6196936397543578	6.557922560557834	22.80285406289338
2	6.768144338598766	6.6129632901125	3.2789461264812942	4.108199139216844	8.057983812462727	5.632422316880117	3.9751822924252176	5.21083552678779	5.557406601027518	5.576318844830113	22.80156775814351
3	4.029072514019468	3.7846767354606357	5.387135884326295	4.85986886564879	5.156912080781503	3.0245817748467605	5.654005144168943	7.408791387263757	4.128099153874134	2.385368340324556	22.79637359325356
4	4.688820355950085	7.911140940206856	4.433305873254714	2.138053075445495	6.0465139229672715	6.574903274855849	4.435608733355446	4.3933138459988115	6.263749593406854	4.885011007589267	22.638763339511947
5	6.794418718224493	3.597941918249388	6.010256743977486	5.358675527042201	5.485665596320477	4.407843254422419	6.154089909734988	3.853369228613145	1.6872041095888999	6.070541202574462	22.61636910876724
6	4.117718719543561	4.883424175242035	1.8276862109071212	6.701664102293527	6.951539198099003	5.9251684539980545	3.822644866937026	5.148734816728654	5.10777129860998	7.311039051515223	22.37862356462837
7	6.592608429640105	7.909700684750426	5.322837268762105	3.839400387285136	2.3793408149582436	5.615623971715899	5.127490975221685	4.982311495349068	7.271020086120528	4.208986927106849	22.318752391357744
8	4.941347465127775	7.25506076079792	6.729556915902962	2.8824448567149115	2.800508132510672	6.32632736698742	5.072360666533475	4.75755323930157	7.297742149573118	3.696675190333087	22.268290843390943
9	4.618513715066344	5.283968083032053	3.373323564110111	3.9697570382195804	1.5935265146551343	2.956347690914386	4.695073440337961	2.7251005247320816	4.204636315525271	3.5286982655425	22.093845551698525
10	5.418815829212413	5.35239493236374	5.290499018130584	2.6011523589682346	5.978821726169091	2.015163424490225	2.3144439698810695	5.091224107331183	2.8791990798611584	5.9260970374811075	22.01682808348746
11	7.220850980271366	6.580267597358669	4.7667205877693934	4.2700157008228885	5.817182650137293	4.07926517718133	2.1189257369921926	5.545432392002419	5.632793449944077	8.177607219731923	21.988424529857465
12	3.294711611330136	3.490959137519643	8.231733328652853	5.381870163613132	7.119754318774672	6.868322533259861	7.128681424173594	4.508755554262919	4.853110055688752	6.230287905936397	21.8223716905383
13	3.0264348310409637	3.8375756596387403	3.843307492593227	6.607935453114616	7.216303907877182	3.0174746434090975	1.5390935901685847	5.326887459912028	6.738581427451378	5.532371780351989	21.507357090053148
14	3.3583570741485502	6.969073361910812	0.8128900906056331	3.4438641356015807	3.880460266139078	5.822943525658051	4.446116952136143	5.375652739860483	5.551119092859735	7.20986711256066	21.4962200882753
15	4.31439742221564	2.499849921068384	4.880868012364716	3.923289952028836	4.28348875371364	8.22883807343149	6.9416355958517615	4.487794184064748	2.0462257201856056	6.469926874090508	21.46547366441578
